,name,price,kms_driven,fuel_type,city,year
401,Honda City S,7.25,33000,Petrol,Ahmedabad,2017
402,Maruti Suzuki Baleno,5.96,17286,Petrol,Kolkata,2018
403,Mercedes-Benz GLA 220,28.5,40484,Diesel,Bangalore,2017
404,Tata Tiago Revotorq,5.4,70450,Diesel,Ahmedabad,2020
405,Honda City V,8.4,45074,Petrol,Kolkata,2019
406,Hyundai Elite i20,6.95,101000,Diesel,Thane,2015
407,BMW 7 Series,59.0,22000,Petrol,Ahmedabad,2016
408,Hyundai i20 Sportz,3.45,69000,Petrol,Mumbai,2012
409,Maruti Suzuki Dzire,6.96,14895,Petrol,Pune,2018
410,Tata Tiago XZ,8.1,11444,CNG,Delhi,2022
411,Tata Tiago Revotron,4.14,32120,Petrol,Delhi,2018
412,Toyota Fortuner 2.8,33.0,64300,Diesel,Ahmedabad,2019
413,Tata Harrier XZA,22.0,30503,Diesel,Thane,2021
414,Honda City SV,8.25,62042,Petrol,Ahmedabad,2019
415,Mahindra TUV300 T8,7.45,122924,Diesel,Hyderabad,2017
416,Ford EcoSport Titanium,6.9,37000,Petrol,Ahmedabad,2016
417,Skoda Kushaq Style,19.25,23402,Petrol,Bangalore,2021
418,Audi A4 35,17.25,35000,Petrol,Mumbai,2015
419,Hyundai Elite i20,6.39,38657,Petrol,Pune,2017
420,Maruti Suzuki Wagon,4.45,64000,Petrol,Hyderabad,2016
421,Hyundai Grand i10,5.1,35094,Petrol,Pune,2018
422,Toyota Glanza G,7.3,18000,Petrol,Thiruvallur,2021
423,Nissan Magnite XE,6.7,18503,Petrol,Pune,2021
424,Ford EcoSport Titanium,8.25,30000,Petrol,Delhi,2018
425,Honda Jazz ZX,8.42,33197,Petrol,Chennai,2020
426,Land Rover Range,77.0,39800,Petrol,Thane,2019
427,Ford EcoSport Titanium,6.9,83000,Diesel,Ahmedabad,2016
428,BMW 3 Series,36.0,3600000,Diesel,Pune,2019
429,Maruti Suzuki Swift,7.15,24783,Petrol,Kolkata,2021
430,Maruti Suzuki Vitara,8.15,55000,Diesel,Thane,2017
431,Hyundai Santro Sportz,5.54,11844,Petrol,Pune,2019
432,Jeep Compass Limited,16.95,37430,Diesel,Hyderabad,2017
433,Mahindra XUV500 W8,8.79,81682,Diesel,Bangalore,2013
434,Hyundai Xcent S,4.9,32700,Petrol,Ahmedabad,2014
435,Honda WR-V VX,10.19,23795,Petrol,Chennai,2021
436,Maruti Suzuki Swift,5.18,37188,Petrol,Pune,2015
437,Maruti Suzuki Alto,3.79,27044,Petrol,Bangalore,2017
438,Hyundai Elite i20,6.6,52451,Diesel,Hyderabad,2016
439,MG Hector Sharp,16.49,35200,Petrol,Bangalore,2020
440,Hyundai Elite i20,8.49,30490,Petrol,Bangalore,2019
441,Maruti Suzuki Celerio,5.0,65000,Petrol,Thane,2019
442,Maruti Suzuki Alto,3.49,36427,CNG,Mumbai,2017
443,Hyundai Santro Sportz,5.89,47873,Petrol,Pune,2020
444,Mahindra XUV500 W10,8.65,116000,Diesel,Noida,2015
445,Volkswagen Taigun Topline,17.9,11321,Petrol,Thane,2022
446,Hyundai Creta E,9.3,12000,Petrol,Thane,2018
447,Hyundai Grand i10,6.95,23671,Petrol,Bangalore,2018
448,Maruti Suzuki SX4,1.6,58000,Petrol,Kolkata,2009
449,Honda Amaze 1.2,6.65,38868,Petrol,Delhi,2018
450,Honda City VX,7.95,33613,Petrol,Mumbai,2016
451,Audi Q3 35,20.5,90246,Diesel,Ahmedabad,2016
452,Hyundai Grand i10,5.0,58005,Petrol,Thane,2018
453,Toyota Yaris V,9.8,44000,Petrol,Hyderabad,2018
454,Maruti Suzuki Swift,7.04,28151,Petrol,Delhi,2019
455,Hyundai Creta 1.6,7.45,59233,Petrol,Noida,2015
456,Hyundai Grand i10,5.0,34000,Diesel,Thiruvallur,2017
457,Maruti Suzuki Baleno,6.1,47500,Petrol,Thane,2017
458,Honda City 1.5,3.25,82000,Petrol,Thane,2010
459,Toyota Fortuner Legender,48.5,28000,Diesel,Pune,2021
460,Toyota Etios Cross,4.35,32545,Petrol,Kolkata,2015
461,Honda City V,6.53,82852,Petrol,Delhi,2014
462,Ford EcoSport Titanium,5.99,56615,Diesel,Thane,2015
463,Kia Seltos GTX,14.9,57600,Petrol,Chennai,2019
464,Hyundai Grand i10,6.2,30704,Diesel,Hyderabad,2018
465,BMW X5 xDrive,47.9,60000,Diesel,Pune,2017
466,Maruti Suzuki Baleno,5.27,14813,Petrol,Delhi,2016
467,Fiat Punto Active,3.5,85451,Diesel,Hyderabad,2014
468,Renault Kwid CLIMBER,4.25,39736,Petrol,Mumbai,2017
469,Mercedes-Benz C-Class C,28.78,31283,Diesel,Bangalore,2016
470,Honda City SV,6.15,69000,Petrol,Thane,2015
471,Maruti Suzuki XL6,12.9,14222,Petrol,Ahmedabad,2022
472,Honda City 1.5,3.45,63000,Petrol,Mumbai,2011
473,Volkswagen Polo Comfortline,2.9,57261,Diesel,Kolkata,2013
474,Skoda Rapid Ambition,10.13,14049,Petrol,Kolkata,2020
475,Hyundai Eon Era,2.95,75000,Petrol,Ahmedabad,2016
476,Maruti Suzuki S-Presso,4.76,66,Petrol,Delhi,2021
477,Maruti Suzuki Dzire,7.85,91000,Diesel,Hyderabad,2018
478,Maruti Suzuki Ritz,2.35,39900,Petrol,Thane,2011
479,Hyundai Creta SX,19.25,9355,Petrol,Thane,2022
480,Maruti Suzuki Baleno,7.0,55000,Petrol,Thiruvallur,2018
481,Volkswagen Taigun Highline,17.49,16777,Petrol,Bangalore,2021
482,Toyota Innova Crysta,24.49,55627,Diesel,Bangalore,2018
483,Maruti Suzuki Ertiga,5.95,67590,Petrol,Mumbai,2014
484,Nissan Micra Active,3.25,16937,Petrol,Kolkata,2017
485,Honda City V,8.75,36000,Petrol,Mumbai,2018
486,Honda Amaze 1.2,8.57,7702,Petrol,Pune,2022
487,Maruti Suzuki S-Presso,4.54,50729,Petrol,Pune,2020
488,BMW 3 Series,22.5,63000,Petrol,Ahmedabad,2018
489,MINI Cooper Countryman,14.75,46251,Diesel,Ahmedabad,2014
490,Hyundai Verna 1.4,5.9,67000,Petrol,Ahmedabad,2016
491,Mercedes-Benz CLA 200,25.0,52295,Diesel,Hyderabad,2016
492,Maruti Suzuki Alto,2.92,52460,Petrol,Pune,2015
493,Hyundai i20 Asta,4.3,41429,Petrol,Pune,2012
494,Jeep Compass Limited,18.25,28449,Petrol,Mumbai,2019
495,Hyundai Santro Sportz,5.26,57588,Petrol,Pune,2019
496,Mercedes-Benz CLA 200,16.49,51500,Diesel,Kolkata,2015
497,Maruti Suzuki Wagon,4.9,53830,Petrol,Ahmedabad,2018
498,Toyota Innova 2.5,4.25,120000,Diesel,Thane,2009
499,Tata Indica V2,60.0,50000,Diesel,Pallikarnai,2007
500,Maruti Suzuki Alto,3.1,68000,Petrol,Hyderabad,2015
501,Maruti Suzuki Baleno,6.55,22772,Petrol,Kolkata,2018
502,Hyundai Grand i10,4.65,22407,Petrol,Mumbai,2017
503,Hyundai Elite i20,6.3,61546,Petrol,Pune,2018
504,Hyundai i20 Magna,3.1,68000,Petrol,Noida,2012
505,Honda City SV,6.9,45000,Petrol,Ahmedabad,2015
506,MG Astor Sharp,16.85,4946,Petrol,Thane,2021
507,Maruti Suzuki Wagon,4.64,13889,Petrol,Pune,2017
508,Jeep Compass Limited,16.92,23409,Petrol,Pune,2019
509,Toyota Fortuner 2.8,32.5,82000,Diesel,Hyderabad,2017
510,Maruti Suzuki Celerio,4.15,40900,Petrol,Bangalore,2014
511,Mercedes-Benz A-Class A,22.95,8368,Diesel,Bangalore,2017
512,Toyota Fortuner 3.0,16.49,107281,Diesel,Bangalore,2012
513,Maruti Suzuki Swift,3.4,51595,Petrol,Delhi,2013
514,Renault Kwid 1.0,4.6,22541,Petrol,Bangalore,2018
515,Mercedes-Benz GLC 220,44.0,46000,Diesel,Pune,2018
516,Maruti Suzuki Wagon,3.59,20728,Petrol,Kolkata,2016
517,Hyundai Grand i10,5.95,44868,Petrol,Bangalore,2019
518,Hyundai Grand i10,7.33,18631,Petrol,Pune,2019
519,Toyota Innova Crysta,18.9,48969,Diesel,Thane,2018
520,Toyota Innova Crysta,33.5,42000,Diesel,Hyderabad,2022
521,Maruti Suzuki Wagon,6.49,9011,Petrol,Bangalore,2021
522,Honda City VX,9.5,77116,Petrol,Hyderabad,2015
523,Honda City Anniversary,8.2,26500,Diesel + 1,Ambattur,2018
524,Hyundai Creta SX,11.37,22872,Petrol,Bangalore,2017
525,Volvo V40 D3,16.0,30000,Diesel,Ahmedabad,2016
526,Hyundai Elite i20,7.5,33647,Petrol,Thane,2018
527,Maruti Suzuki Alto,2.23,27233,Petrol,Kolkata,2014
528,Hyundai Creta SX,17.25,28374,Petrol,Thane,2021
529,Mahindra Scorpio S6,8.95,80500,Diesel,Delhi,2017
530,Volkswagen Polo GT,9.45,41417,Petrol,Bangalore,2017
531,Maruti Suzuki Alto,2.67,23377,Petrol,Delhi,2015
532,Hyundai Elite i20,8.5,75126,Diesel,Hyderabad,2018
533,Maruti Suzuki Ciaz,9.49,16700,Petrol,Ahmedabad,2020
534,Honda WR-V VX,6.99,27429,Petrol,Kolkata,2019
535,Renault Kwid RXL,2.95,40000,Petrol,Noida,2018
536,Ford Figo Duratorq,4.75,50945,Diesel,Hyderabad,2015
537,Maruti Suzuki Swift,6.5,9500,Petrol,Thane,2019
538,Honda Civic 1.8V,2.35,107551,Petrol,Mumbai,2009
539,Mahindra XUV700 AX,28.0,2100,Diesel,Ahmedabad,2022
540,Maruti Suzuki Swift,3.27,40110,Petrol,Kolkata,2012
541,Honda Brio E,3.7,60000,Petrol,Pallikarnai,2013
542,Honda CR-V 2.4,12.51,74009,Petrol,Mumbai,2015
543,BMW 3 Series,47.5,13900,Petrol,Ahmedabad,2020
544,BMW X5 xDrive,48.0,28000,Diesel,Ahmedabad,2017
545,Maruti Suzuki S-Presso,4.5,11537,Petrol,Ahmedabad,2020
546,Toyota Glanza V,9.85,15928,Petrol,Bangalore,2021
547,Mahindra Alturas G4,21.45,40180,Diesel,Kolkata,2019
548,Renault Duster 85,8.5,22601,Diesel,Hyderabad,2018
549,BMW 3 Series,27.5,99000,Diesel,Hyderabad,2016
550,Maruti Suzuki Ignis,7.12,10658,Petrol,Pune,2020
551,Maruti Suzuki Celerio,5.56,75044,CNG,Pune,2020
552,Ford EcoSport Signature,10.2,52000,Diesel,Thane,2019
553,Maruti Suzuki Ciaz,8.75,43999,Petrol,Bangalore,2018
554,Honda Jazz VX,5.7,92270,Petrol,Mumbai,2017
555,Maruti Suzuki Swift,3.7,77000,Petrol,Thane,2012
556,Audi Q3 35,15.0,148108,Diesel,Ahmedabad,2015
557,Maruti Suzuki Wagon,4.07,39876,Petrol,Pune,2016
558,Jaguar XF 2.2,19.5,67534,Diesel,Ahmedabad,2014
559,Maruti Suzuki Alto,3.3,75430,CNG,Pune,2015
560,Maruti Suzuki Alto,4.2,20000,Petrol + 1,Thiruvallur,2022
561,Maruti Suzuki Vitara,11.5,32000,Diesel,Bangalore,2019
562,Hyundai Grand i10,5.35,29000,Petrol,Hyderabad,2016
563,Hyundai i20 Active,6.45,60273,Petrol,Hyderabad,2016
564,Honda Amaze 1.2,4.5,57000,Petrol,Thane,2015
565,Tata Nexon XZ,10.65,3280,Petrol,Thane,2022
566,Audi Q7 Technology,93.0,6500,Petrol,Pune,2022
567,Toyota Fortuner 2.8,32.5,51000,Diesel,Mumbai,2018
568,Toyota Corolla Altis,6.45,90293,Petrol,Mumbai,2015
569,Maruti Suzuki Swift,3.95,36000,Petrol,Thane,2013
570,Mercedes-Benz E-Class E250,22.0,39000,Diesel,Ahmedabad,2014
571,BMW 5 Series,51.95,25234,Diesel,Hyderabad,2019
572,Hyundai i10 Magna,3.49,75619,Petrol,Chennai,2014
573,Skoda Kodiaq L&K,32.6,61213,Diesel,Hyderabad,2019
574,Renault Kwid RXT,4.46,36904,Petrol,Pune,2021
575,Maruti Suzuki Swift,5.42,16304,Petrol,Kolkata,2018
576,Skoda Octavia Elegance,9.45,43000,Petrol,Mumbai,2015
577,Tata Nexon XZA,12.25,20763,Petrol,Faridabad,2021
578,Maruti Suzuki Eeco,4.75,38500,CNG,Thane,2016
579,Mahindra Thar CRDe,7.3,41535,Diesel,Hyderabad,2017
580,Maruti Suzuki Baleno,7.31,24645,Petrol,Thane,2019
581,BMW X5 xDrive,53.0,48213,Diesel,Mumbai,2018
582,BMW X5 xDrive30d,42.5,80000,Diesel,Thane,2017
583,Audi Q3 2.0,15.13,79000,Diesel,Ahmedabad,2015
584,Maruti Suzuki Ciaz,11.55,32031,Petrol,Mumbai,2021
585,Hyundai i10 Sportz,2.95,65002,Petrol,Thane,2013
586,Mahindra XUV300 W8,15.74,39300,Diesel,Pune,2021
587,Renault Kwid 1.0,4.95,25332,Petrol,Bangalore,2016
588,Maruti Suzuki Alto,2.98,24456,Petrol,Pune,2016
589,Hyundai Grand i10,5.21,32491,Petrol,Chennai,2017
590,Hyundai Elite i20,6.45,12593,Petrol,Mumbai,2018
591,Hyundai Santro Sportz,5.5,34267,Petrol,Pune,2019
592,Maruti Suzuki Celerio,4.82,29855,Petrol,Delhi,2016
593,Hyundai i20 Active,5.5,15367,Petrol,Thane,2015
594,Hyundai Venue S,8.95,14667,Petrol,Kolkata,2019
595,Hyundai Verna 1.6,5.49,41990,Petrol,Kolkata,2016
596,Hyundai Creta 1.6,14.25,59000,Diesel,Hyderabad,2018
597,Hyundai Xcent S,3.5,48000,Diesel,Kolkata,2015
598,Maruti Suzuki Celerio,5.6,17542,Petrol,Bangalore,2018
599,Skoda Rapid Ambition,8.99,57702,Petrol,Bangalore,2018
600,Honda City 1.5,6.2,42408,Petrol,Hyderabad,2013
601,Renault Triber RXZ,7.5,19784,Petrol,Mumbai,2020
602,Honda City VX,5.99,51000,Petrol,Kolkata,2016
603,Renault Duster 85,8.62,75795,Diesel,Bangalore,2018
604,Toyota Innova Crysta,32.5,22562,Diesel,Hyderabad,2021
605,Maruti Suzuki Baleno,8.95,21367,Petrol,Bangalore,2018
606,Mercedes-Benz C-Class 200,4.63,76000,Petrol,Ahmedabad,2006
607,Mercedes-Benz C-Class C,26.5,30000,Diesel,Bangalore,2015
608,Hyundai Grand i10,5.35,41017,Petrol,Mumbai,2015
609,Hyundai Grand i10,5.24,58184,Petrol,Pune,2016
610,Maruti Suzuki Ciaz,9.0,31573,Petrol,Hyderabad,2018
611,Tata Nexon EV,15.0,4100,Electric,Mumbai,2022
612,Mahindra Quanto C8,3.0,100000,Diesel,Thiruvallur,2012
613,Tata Tigor Buzz,4.9,33100,Petrol,Ahmedabad,2018
614,Maruti Suzuki Dzire,6.65,19000,Petrol,Thane,2018
615,Honda City V,9.91,9300,Petrol,Ahmedabad,2022
616,Hyundai Grand i10,7.33,18631,Petrol,Pune,2019
617,Hyundai Tucson 2WD,7.61,12030,Diesel,Delhi,2021
618,Hyundai Elite i20,7.79,9889,Petrol,Bangalore,2016
619,Skoda Octavia 1.8,19.5,41000,Petrol,Chennai,2019
620,Hyundai Verna SX,10.25,69599,Diesel,Ahmedabad,2017
621,Hyundai Grand i10,3.76,56322,Petrol,Delhi,2014
622,Hyundai Santro Xing,2.65,24587,Petrol,Delhi,2013
623,Hyundai Creta SX,9.75,43398,Petrol,Thane,2017
624,BMW 3 Series,9.0,40000,Diesel,Kolkata,2011
625,Maruti Suzuki Wagon,6.87,18512,Petrol,Pune,2021
626,Maruti Suzuki Alto,3.69,13046,Petrol,Kolkata,2020
627,Hyundai i10 1.1L,3.9,73700,Petrol,Ahmedabad,2014
628,Honda WR-V VX,8.9,6000,Petrol,Thane,2019
629,Tata Harrier XTA,25.0,6861,Diesel,Hyderabad,2022
630,Hyundai Elite i20,4.65,53776,Petrol,Thane,2015
631,Skoda Rapid Style,6.54,61681,Diesel,Kolkata,2017
632,Renault Kwid RXL,3.51,13045,Petrol,Delhi,2019
633,Maruti Suzuki Swift,5.26,98251,Diesel,Pune,2012
634,Renault Kwid CLIMBER,3.8,52778,Petrol,Hyderabad,2018
635,Hyundai Creta SX,9.11,45000,Petrol,Mumbai,2016
636,Nissan Terrano XL,6.25,72000,Diesel,Ahmedabad,2015
637,MG Hector Sharp,19.75,20999,Petrol,Bangalore,2021
638,Maruti Suzuki Ritz,3.15,42000,Petrol,Thane,2012
639,Maruti Suzuki Vitara,8.59,72255,Petrol,Chennai,2020
640,Hyundai Creta 1.6,10.03,48529,Petrol,Pune,2017
641,Honda Jazz S,6.73,55056,Petrol,Bangalore,2017
642,Land Rover Range,78.99,31059,Petrol,Kolkata,2020
643,Renault Duster 110,5.7,56816,Diesel,Thane,2014
644,Maruti Suzuki Ertiga,11.9,12587,Petrol,Ahmedabad,2021
645,Toyota Innova Crysta,18.5,56967,Diesel,Hyderabad,2017
646,Renault Kwid Neotech,5.49,5485,Petrol,Pune,2021
647,Renault Captur Platine,6.75,51720,Diesel,Kolkata,2019
648,Hyundai Santro Sportz,5.18,29944,Petrol,Pune,2018
649,Hyundai Verna 1.6,7.5,16339,Petrol,Kolkata,2018
650,Maruti Suzuki Vitara,9.85,93500,Diesel,Hyderabad,2018
651,Tata Nexon XMA,9.41,20678,Diesel,Thane,2019
652,Honda City S,6.95,31605,Petrol,Thane,2017
653,Hyundai Verna SX,13.83,14512,Diesel,Hyderabad,2021
654,Maruti Suzuki Alto,3.19,24993,Petrol,Delhi,2018
655,Maruti Suzuki Wagon,4.9,53830,Petrol,Ahmedabad,2018
656,Mahindra XUV300 1.5,11.5,72000,Diesel,Hyderabad,2018
657,Toyota Innova Crysta,22.5,52907,Diesel,Chennai,2017
658,Ford Figo Titanium,5.5,49223,Petrol,Hyderabad,2016
659,Toyota Corolla Altis,8.85,125000,Petrol,Delhi,2018
660,Tata Tiago Revotron,6.39,32210,Petrol,Bangalore,2018
661,Honda WR-V VX,8.2,27963,Petrol,Delhi,2018
662,Volkswagen Tiguan Highline,24.0,74000,Diesel,Hyderabad,2017
663,Audi Q7 45,61.5,40000,Diesel,Ahmedabad,2017
664,Mahindra XUV500 W8,7.5,147421,Diesel,Bangalore,2012
665,BMW X1 sDrive20d,32.5,36114,Diesel,Mumbai,2019
666,Toyota Camry Hybrid,21.43,82000,Petrol,Delhi,2017
667,Honda Amaze 1.2,4.6,65000,Petrol,Ambattur,2014
668,Mercedes-Benz C-Class 250,9.5,99941,Diesel,Ahmedabad,2012
669,Ford EcoSport Titanium,4.85,74000,Diesel,Thane,2013
670,Maruti Suzuki Swift,3.7,76256,Petrol,Kolkata,2015
671,Fiat Punto Evo,4.0,36500,Petrol,Ambattur,2016
672,Maruti Suzuki Ignis,5.25,41240,Petrol,Mumbai,2017
673,Jeep Compass Limited,16.92,23409,Petrol,Pune,2019
674,Mercedes-Benz E-Class E,74.0,11000,Diesel,Delhi,2022
675,Mercedes-Benz C-Class 250,13.95,55910,Diesel,Bangalore,2013
676,Hyundai Grand i10,4.79,38345,Petrol,Pune,2016
677,Audi A6 Technology,48.0,23931,Petrol,Ahmedabad,2020
678,Mahindra XUV500 W7,13.5,73342,Diesel,Mumbai,2020
679,Honda Amaze 1.2,8.51,17500,Petrol,Ahmedabad,2021
680,Kia Seltos GTX,14.91,23113,Petrol,Bangalore,2019
681,Mercedes-Benz GLE 250,42.75,47045,Diesel,Thane,2016
682,Hyundai Grand i10,4.15,32064,Petrol,Pune,2014
683,Maruti Suzuki Dzire,6.37,76203,Petrol,Chennai,2017
684,Hyundai Grand i10,4.77,27448,Petrol,Kolkata,2019
685,Jeep Compass Limited,22.5,5030,Petrol,Kolkata,2021
686,Hyundai Santro Magna,5.1,30858,Petrol,Hyderabad,2019
687,Maruti Suzuki Swift,5.5,48000,Petrol,Thane,2016
688,Hyundai i10 Sportz,3.2,36500,Petrol,Ahmedabad,2011
689,Maruti Suzuki Celerio,5.24,34039,CNG,Pune,2018
690,Hyundai Elite i20,5.36,24062,Petrol,Kolkata,2018
691,Mercedes-Benz C-Class C,30.0,64148,Diesel,Hyderabad,2015
692,MG Hector Sharp,16.11,46301,Diesel,Mumbai,2019
693,Mahindra Thar LX,16.99,3590,Petrol,Bangalore,2022
694,Toyota Fortuner 3.0,19.9,134361,Diesel,Hyderabad,2014
695,Toyota Fortuner 4x2,26.49,108512,Diesel,Ahmedabad,2016
696,Hyundai Grand i10,7.78,8423,CNG,Pune,2021
697,Volkswagen Polo Comfortline,3.45,78800,Petrol,Thane,2013
698,Maruti Suzuki Ciaz,7.45,46023,Petrol,Mumbai,2018
699,Hyundai Verna 1.6,6.75,47000,Petrol,Ahmedabad,2017
700,Hyundai Elite i20,6.83,18352,Petrol,Delhi,2017
701,Honda Amaze 1.2,4.6,70000,Petrol,Thane,2015
702,MG Astor Savvy,14.75,12000,Petrol,Delhi,2021
703,Maruti Suzuki Vitara,8.75,36422,Diesel,Mumbai,2019
704,Honda City 1.5,5.65,86593,Petrol,Bangalore,2012
705,Hyundai Eon Era,2.5,34000,Petrol,Thane,2013
706,Ford EcoSport Titanium,6.85,48504,Petrol,Mumbai,2016
707,Maruti Suzuki Swift,5.64,12463,Petrol,Chennai,2020
708,Maruti Suzuki Alto,2.99,54923,Petrol,Pune,2017
709,Honda Brio S,3.05,52000,Petrol,Thane,2013
710,Mahindra XUV500 W10,14.99,53075,Diesel,Bangalore,2017
711,BMW X1 sDrive20d,21.75,21000,Diesel,Mumbai,2017
712,Maruti Suzuki Wagon,3.91,18705,Petrol,Delhi,2017
713,Maruti Suzuki Swift,6.9,69000,Diesel,Ahmedabad,2017
714,Maruti Suzuki Dzire,7.7,71250,Diesel,Hyderabad,2017
715,Hyundai Creta Facelift,19.2,18583,Petrol,Thane,2022
716,Maruti Suzuki Vitara,9.5,117859,Diesel,Hyderabad,2017
717,Hyundai Elite i20,5.75,67000,Petrol,Hyderabad,2015
718,Maruti Suzuki Baleno,4.83,57052,Petrol,Kolkata,2016
719,Toyota Innova Crysta,19.75,75000,Diesel,Ahmedabad,2018
720,Hyundai Elantra SX,10.9,71395,Petrol,Mumbai,2016
721,Maruti Suzuki Alto,3.89,24550,Petrol,Pune,2016
722,Volkswagen Ameo Comfortline,5.9,28000,Petrol,Ahmedabad,2019
723,Maruti Suzuki Dzire,6.34,8087,Petrol,Kolkata,2019
724,Volkswagen Vento Highline,4.45,88000,Petrol,Mumbai,2014
725,Tata Nexon XMA,7.45,26438,Petrol,Thane,2019
726,Honda City V,9.96,71420,Petrol,Chennai,2018
727,Maruti Suzuki Vitara,11.17,21052,Petrol,Pune,2020
728,Audi Q7 4.2,32.0,170000,Diesel,Bangalore,2014
729,Honda City V,8.85,43417,Petrol,Mumbai,2017
730,Maruti Suzuki Swift,3.25,75100,Petrol,Delhi,2012
731,Toyota Camry Hybrid,48.5,700,Petrol,Pune,2022
732,Honda Brio S,4.5,21996,Petrol,Ahmedabad,2016
733,Tata Harrier XZA,22.51,30229,Diesel,Mumbai,2021
734,Maruti Suzuki Alto,2.99,37796,Petrol,Pune,2016
735,MG Hector Sharp,18.66,32000,Hybrid,Pallikarnai,2022
736,Maruti Suzuki Dzire,8.8,40904,Petrol,Hyderabad,2020
737,Hyundai Grand i10,4.15,43000,Diesel,Thane,2015
738,Maruti Suzuki Wagon,2.95,80173,CNG,Mumbai,2012
739,Maruti Suzuki Alto,3.79,18512,Petrol,Bangalore,2018
740,Honda City V,6.25,73000,Petrol,Ahmedabad,2016
741,Maruti Suzuki Celerio,6.89,1064,CNG,Pune,2022
742,Hyundai Grand i10,4.1,37000,Petrol + 1,Thiruvallur,2017
743,Hyundai Santro Sportz,4.86,60600,Petrol,Chennai,2019
744,Hyundai Elite i20,4.95,21344,Petrol,Mumbai,2016
745,Hyundai Creta SX,12.85,82899,Diesel,Mumbai,2018
746,Maruti Suzuki Celerio,4.5,29192,Petrol,Kolkata,2018
747,Maruti Suzuki Celerio,3.64,11363,Petrol,Kolkata,2015
748,Maruti Suzuki Wagon,2.5,77050,CNG,Ahmedabad,2011
749,Tata Tiago Revotron,5.25,24051,Petrol,Thane,2018
750,Mahindra XUV500 W10,13.75,75811,Diesel,Bangalore,2016
751,Tata Tiago Revotron,4.65,45412,Petrol,Mumbai,2017
752,Toyota Innova Crysta,15.8,115000,Diesel,Delhi,2018
753,Maruti Suzuki Swift,7.3,90251,Diesel,Hyderabad,2018
754,Maruti Suzuki Wagon,3.59,28518,Petrol,Kolkata,2016
755,Datsun GO T,3.61,33766,Petrol,Hyderabad,2018
756,Ford Fiesta Exi,1.75,114000,Petrol + 1,Pallikarnai,2009
757,Volvo S90 D4,47.5,30000,Diesel,Delhi,2020
758,Maruti Suzuki Swift,4.28,12902,Petrol,Kolkata,2014
759,Maruti Suzuki Vitara,8.45,62769,Diesel,Mumbai,2018
760,Hyundai Grand i10,3.49,52242,Diesel,Kolkata,2015
761,Honda Jazz ZX,10.24,9838,Petrol,Pune,2021
762,Renault Kwid Neotech,4.75,12000,Petrol,Mumbai,2021
763,Honda BR-V V,7.75,76275,Petrol,Mumbai,2016
764,Honda City V,7.65,29500,Petrol,Thane,2017
765,Tata Safari XZA,23.95,22617,Diesel,Bangalore,2021
766,Renault Triber RXZ,6.7,25000,Petrol,Thiruvallur,2020
767,Maruti Suzuki Wagon,4.64,13889,Petrol,Pune,2017
768,BMW 7 Series,69.75,22000,Diesel,Ahmedabad,2017
769,Nissan Sunny XL,5.75,29208,Diesel,Ahmedabad,2017
770,Volkswagen Vento Trendline,3.15,62000,Petrol,Thane,2011
771,Land Rover Range,53.0,22000,Diesel,Bangalore,2018
772,Hyundai Eon Era,3.5,26700,Petrol,Ahmedabad,2017
773,Honda Jazz V,5.3,41217,Petrol,Mumbai,2016
774,Hyundai Creta SX,7.5,56747,Petrol,Thane,2015
775,Maruti Suzuki Wagon,5.53,51765,CNG,Delhi,2020
776,Honda Amaze 1.2,4.65,54000,Petrol,Mumbai,2014
777,Tata Harrier XZA,22.5,9535,Diesel,Ahmedabad,2021
778,Hyundai Santro Sportz,4.85,25000,Petrol,Ahmedabad,2019
779,Maruti Suzuki Wagon,4.0,47000,CNG,Thane,2015
780,Honda City VX,7.5,46399,Petrol,Mumbai,2015
781,Maruti Suzuki Alto,3.7,47377,CNG,Delhi,2019
782,Hyundai Grand i10,6.69,44300,Petrol,Bangalore,2019
783,Toyota Innova Crysta,19.75,144286,Diesel,Hyderabad,2017
784,Hyundai i10 Asta,3.25,46721,Petrol,Thane,2013
785,Hyundai Elite i20,7.99,21303,Petrol,Bangalore,2018
786,Maruti Suzuki Ritz,4.1,80000,Diesel,Thane,2014
787,Audi Q3 2.0,15.79,73000,Diesel,Delhi,2015
788,Chevrolet Beat LS,1.5,84656,Diesel + 1,Ambattur,2011
789,Hyundai Elite i20,5.65,18523,Petrol,Mumbai,2015
790,Honda Amaze 1.5,5.6,76018,Diesel,Hyderabad,2015
791,Nissan Sunny XL,4.95,73056,Petrol,Bangalore,2013
792,Hyundai Venue SX,13.0,23221,Diesel,Thane,2021
793,Honda Brio V,2.85,71000,Petrol,Noida,2011
794,Hyundai Elite i20,7.23,13825,Petrol,Pune,2019
795,Tata Zest XM,5.5,101785,Diesel,Chennai,2015
796,Maruti Suzuki Wagon,4.1,24000,CNG,Thane,2015
797,Maruti Suzuki Celerio,5.58,77813,CNG,Pune,2019
798,Maruti Suzuki Baleno,6.18,41617,Petrol,Delhi,2019
799,BMW 3 Series,12.0,41000,Diesel,Kolkata,2013
800,Maruti Suzuki Wagon,3.78,55847,Petrol,Pune,2015
801,Renault Duster RXZ,11.9,16600,Petrol,Chennai,2020
802,Honda Jazz V,5.99,57340,Petrol,Ahmedabad,2019
803,Hyundai i20 Active,5.9,45173,Petrol,Mumbai,2015
